id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,children_school,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,shopping_centers_raion,office_raion,railroad_terminal_raion,big_market_raion,full_all,0_6_all,7_14_all,0_17_all,16_29_all,0_13_all,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,school_km,park_km,green_zone_km,industrial_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,public_transport_station_km,public_transport_station_min_walk,kremlin_km,big_road1_km,big_road2_km,railroad_km,bus_terminal_avto_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,big_church_km
6918,41365,78,NA,17,NA,NA,NA,NA,NA,OwnerOccupier,Tekstil'shhiki,4808269.831,101708,0.112559644,0.118537385,5879,6207,1183,1,0,0,1,no,no,101982,5879,6207,14884,19401,11252,59,0,0,206,1,0,246,63,20,1.580899158,1.682204711,0.693154111,0.057762843,0.58486722,0.451576626,0.116584401,0.654713738,0.418101089,5.017213068,3,2.23744358,2.243896694,0.081389576,0.976674916,8.331436845,0.027909371,2.127014861,0.312874491,6.872609067,5.983346913,2.215365275,0.292112725,2.275797765,2.210807936,1.607491266,2.311181026,1.675833536,1.6811766,1.288130779,1.813696038,0.776174315,2.519592957
6934,41365,63,63,2,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Desjonovskoe,52995275.39,13890,0.349935291,0.011654127,953,915,NA,0,0,0,0,no,no,21819,953,915,2243,4923,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.83945056,12.71856773,144.2363376,12.0196948,7.67132211,9.684196521,0.991823918,1.351921717,18.44957377,221.3948853,24,21.2792167,21.76534329,1.791212149,21.49454579,29.13376481,0.464679349,9.152001419,8.607589578,15.1662223,11.91044189,7.480513652,5.980372449,15.85007815,16.38708126,19.74680569,15.52365845,12.47807939,16.56924959,13.61134448,7.937007628,7.937007628,9.55984641
6953,41366,94,94,24,NA,NA,NA,NA,NA,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,1564,540,0,0,0,0,no,no,247469,1706,1564,3831,55710,3112,3,0,0,10,0,1,7,10,23,1.112948919,0.660282914,7.923394973,0.660282914,0.441081776,3.09818702,1.411513254,0.988090759,3.831299907,45.97559888,75,3.363535248,4.646475731,0.20808409,2.497009081,19.71690301,2.947483839,4.146620704,2.529637997,6.997841258,10.00831627,4.279569797,3.004425788,7.85103429,7.640475327,13.33587193,6.106423696,4.262387074,9.179111971,4.954330443,1.910009543,5.017606592,3.251295562
6956,41366,48,NA,8,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,629,NA,0,0,0,1,no,yes,13890,656,629,1542,3134,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.132375028,6.541774141,66.89277654,5.574398045,2.883597955,3.404786896,0.035035251,0.424423005,10.74547289,128.9456747,47,11.57243006,10.38316121,1.482871013,17.79445216,20.66681407,2.257240227,2.498267335,3.958328126,9.936528347,5.547796439,7.560708608,1.445152279,6.818351768,5.910786746,14.64937341,5.833934869,6.031999822,11.47181731,4.826296886,3.543756863,4.322573924,4.160115281
6971,41366,130,NA,15,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,629,NA,0,0,0,1,no,yes,13890,656,629,1542,3134,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.773662356,6.269567917,75.234815,6.269567917,3.844115329,4.233332467,0.576693554,0.170280588,10.29182795,123.5019354,47,13.51903373,12.58913358,0.110531026,1.326372311,21.39464623,1.085060166,3.455359143,4.522165088,7.406039326,4.150258925,6.280532671,0.278587775,8.08989518,8.497763664,11.98662272,7.186486189,5.692678812,8.809066618,5.932072168,4.313314289,3.421186284,5.111176145
6974,41366,48,NA,14,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,629,NA,0,0,0,1,no,yes,13890,656,629,1542,3134,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.132375028,6.541774141,66.89277654,5.574398045,2.883597955,3.404786896,0.035035251,0.424423005,10.74547289,128.9456747,47,11.57243006,10.38316121,1.482871013,17.79445216,20.66681407,2.257240227,2.498267335,3.958328126,9.936528347,5.547796439,7.560708608,1.445152279,6.818351768,5.910786746,14.64937341,5.833934869,6.031999822,11.47181731,4.826296886,3.543756863,4.322573924,4.160115281
6982,41367,50,NA,5,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,629,NA,0,0,0,1,no,yes,13890,656,629,1542,3134,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.581460653,6.15001015,73.8001218,6.15001015,3.902132564,4.44822859,0.574535276,0.183160793,10.03741373,120.4489647,47,13.56058086,12.4119644,0.126387805,1.516653656,21.60973301,1.165004998,3.657878272,4.371535312,7.447586455,4.191806054,6.3220798,0.252644637,8.13144231,8.243349442,12.02816985,7.356109311,5.43826459,8.850613747,6.148186163,4.529508652,3.573869834,4.9877097
6991,41367,113,79,6,NA,NA,NA,NA,NA,Investment,Donskoe,5686537.395,48439,0.073520961,0.000699,3229,3369,4129,0,0,3,24,no,no,91100,3229,3369,7917,17864,6237,36,0,0,135,6,27,116,27,14,3.195227181,2.037277819,10.84765213,0.903971011,1.07623143,1.422935812,0.015597056,0.890337465,2.300843694,27.61012432,42,2.884851789,4.254694651,0.045881162,0.55057394,4.075617317,0.612011221,0.665343997,0.585902051,4.479981822,10.68209431,3.798588382,0.646104487,2.91661426,4.189475722,5.163709686,2.830135349,2.088415927,2.198784622,0.529077211,0.805092324,0.262574875,0.298618007
6997,41367,34,21,9,NA,NA,NA,NA,NA,Investment,Tekstil'shhiki,4808269.831,101708,0.112559644,0.118537385,5879,6207,1183,1,0,0,1,no,no,101982,5879,6207,14884,19401,11252,59,0,0,206,1,0,246,63,20,2.109660884,1.270173031,15.24207637,1.270173031,0.513606435,0.881512007,0.249006081,1.364416398,2.05572366,24.66868392,3,2.05572366,2.895110125,0.178425105,2.141101258,9.730459378,1.342328793,3.694890763,0.751229812,6.655416209,4.84750805,0.864430358,0.191255454,2.017369475,1.923630911,1.61233054,2.074448732,1.024621427,1.686015874,2.029272337,1.254528203,1.297707814,2.382708045
7011,41367,40,NA,14,NA,NA,NA,NA,NA,OwnerOccupier,Pokrovskoe Streshnevo,13089795.79,53786,0.183968555,0.150817539,3051,3433,2643,4,0,5,4,no,no,178473,3051,3433,7727,44237,6046,17,5,0,155,0,18,145,37,71,3.405351864,2.289980023,27.47976027,2.289980023,0.510474053,1.153608953,0.646005177,0.443602365,2.602538523,31.23046227,20,2.442161531,4.860475143,0.110209323,1.322511874,13.14375057,1.995541248,3.302875549,0.713373904,2.919737895,23.90036255,1.159442912,0.35609157,3.781753721,6.815152732,1.015220643,1.910719304,0.742341873,4.762879916,0.606359246,0.56315053,0.56315053,2.808826619
7032,41367,74,45,7,NA,NA,NA,NA,NA,Investment,Juzhnoe Butovo,26155137.04,178264,0.137846204,0.041116354,14080,14892,NA,1,0,4,4,no,no,102618,14080,14892,34341,19906,27123,173,607,19,245,34,299,439,109,799,1.299795597,0.599215868,7.190590413,0.599215868,0.098346681,2.259014463,0.256224832,1.188095959,1.494468439,17.93362126,47,1.494468439,3.261844823,0.162329712,1.947956545,22.8844846,1.848210759,3.216151222,0.307948609,5.664466468,12.67163368,4.777906423,0.641802676,2.023416913,8.998560687,15.76068127,7.081786792,4.22134367,14.40259175,5.331555247,0.777315043,4.322943473,2.168456231
7045,41368,28,14,4,NA,NA,NA,NA,NA,Investment,Alekseevskoe,5234028.171,78418,0.044073572,0.200146802,3761,3975,770,2,0,0,8,no,no,1359171,3761,3975,9514,283678,7263,72,0,0,160,0,17,186,40,5,1.377621187,0.720942286,5.278790742,0.439899228,0.508345015,1.601777028,0.141380057,0.818993864,1.972234857,23.66681829,79,1.972234857,3.289638074,0.204335779,2.452029342,7.483353543,0.186418581,2.972383524,0.540286711,7.265976776,11.49415979,0.74492444,0.210612422,1.650321668,2.90664219,4.089719031,1.105627259,1.590106763,1.267514318,1.144685628,0.73986539,0.263247918,0.26644959
7051,41368,47,28,9,NA,NA,NA,NA,NA,Investment,Gol'janovo,14286990.83,157010,0.389353565,0.194489265,7751,8004,125,3,0,5,3,no,no,12327,7751,8004,18912,2780,14694,88,0,0,68,0,1,221,129,20,3.803702932,2.505651873,30.06782248,2.505651873,0.210801824,0.058749346,0.263340632,0.630167294,7.089991631,85.07989957,18,7.911580436,8.270939227,0.049343456,0.592121467,14.57834636,0.978030181,1.566071336,2.205605595,2.434927854,13.11940326,2.375544149,0.446171414,3.404215384,6.219257275,6.773740438,3.329351195,1.489376377,3.775750456,1.40038889,1.022195993,1.71176376,0.618864841
7052,41368,61,NA,17,NA,NA,NA,NA,NA,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,1564,540,0,0,0,0,no,no,247469,1706,1564,3831,55710,3112,3,0,0,10,0,1,7,10,23,0.913143882,0.369300592,4.431607106,0.369300592,0.480207595,3.008938568,1.678090283,0.754633047,3.863016791,46.35620149,75,3.458366327,5.268029512,0.159566871,1.914802452,19.76393757,3.262172437,4.2991285,2.832922626,7.092672337,10.10314735,4.001085231,2.913977218,7.361990761,7.361990761,13.43070301,6.364524341,3.983902508,8.900627404,5.081010317,2.160933247,5.273047018,3.473848585
7063,41368,37,18,8,NA,NA,NA,NA,NA,Investment,Strogino,16751119.46,155427,0.338150977,0.041124634,9254,9515,NA,1,0,10,5,no,no,156377,9254,9515,22087,32847,17622,14,161,25,73,47,42,99,175,90,1.79451874,1.296465934,15.03982418,1.253318682,0.179688536,1.644619863,0.077698475,0.897923459,6.191674415,74.30009298,26,5.109314995,4.276960945,0.144698292,1.736379503,14.74855147,0.65984385,1.295448571,2.839178621,6.964801697,26.52850059,6.701312894,0.569407948,6.836681763,6.393390984,2.194889349,3.712482086,1.264252988,7.608405326,0.828863045,0.065435572,0.49030696,1.25664528
7068,41368,78,51,2,NA,NA,NA,NA,NA,Investment,Golovinskoe,8841267.454,100846,0.127511955,0.307466659,4566,5048,325,2,0,5,9,no,no,94564,4566,5048,11692,19935,9037,101,0,0,149,6,4,217,85,14,1.905513449,1.242004782,14.90405739,1.242004782,0.372191114,0.932840412,0.318551627,0.128460127,1.701506477,20.41807773,9,1.791993556,2.592999413,0.079542808,0.954513698,12.15078273,2.361811665,2.657485527,0.850711278,9.526226863,20.22788753,2.456821772,0.550949134,2.732895474,2.683061257,2.724660138,1.061568684,1.120342276,0.621645006,0.518870297,1.944512913,0.532420141,1.379588627
7071,41369,89,71,27,NA,NA,NA,NA,NA,Investment,Izmajlovo,15045565.2,102828,0.637398943,0.006076152,4992,5285,645,6,0,6,0,no,no,122862,4992,5285,13203,24605,9633,85,39,3,356,2,4,442,59,23,1.020976425,0.816781146,9.801373749,0.816781146,0.422296313,3.078364006,0.463632594,0.865107622,4.926569004,59.11882805,18,4.926569004,6.158211236,0.095647787,1.147773449,11.29549069,2.848972085,3.363295929,0.336570088,2.754568646,18.73678721,0.125486859,0.472543364,2.590598713,3.094226302,2.063742486,0.642296984,0.613350587,1.625492456,0.562094178,0,1.268961855,1.386528217
7072,41369,34,19,1,NA,NA,NA,NA,NA,Investment,Chertanovo Juzhnoe,9282438.657,143661,0.153279465,0.127375905,8356,8429,NA,3,0,9,3,no,no,112221,8356,8429,19887,22516,15922,41,2,0,16,0,1,14,188,19,1.586753797,0.569427373,6.83312848,0.569427373,0.27640109,1.608013696,0.570617124,0.226760633,1.089883397,13.07860076,73,1.089883397,2.202689552,0.137220634,1.646647606,17.23517983,0.107902194,1.68582828,0.820416469,4.903662607,12.22158317,5.783224993,0.891597914,5.305288191,8.548510182,13.89667028,2.227978374,1.588294485,9.136155426,0.839399308,0.27576429,0.671928331,1.918564212
7073,41369,57,33,2,NA,NA,NA,NA,NA,Investment,Ljublino,17881913.61,165727,0.260652636,0.133215333,10809,11395,1406,3,0,4,3,no,yes,89971,10809,11395,26333,23273,20866,58,0,0,209,0,20,193,154,94,2.634309439,1.805179965,19.55485884,1.62957157,0.102385285,1.134035645,0.332928811,1.442904549,4.298385739,51.58062887,17,4.584566181,6.108542178,0.172480129,2.069761542,13.31575206,3.675005773,3.709408411,2.751871322,8.890325858,1.272887856,2.650773364,0.366633665,3.460725646,2.997521814,4.878633911,1.748526274,0.980517586,2.330886921,0.480061345,0.749138515,0.366620895,1.416180244
7079,41369,60,30,12,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Voskresenskoe,21494094.8,7122,0.262459141,0.017647053,489,469,NA,0,0,0,0,no,no,9553,489,469,1150,2155,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.121542452,2.436882294,29.24258753,2.436882294,0.936323574,1.773759013,0.456704279,1.018137061,5.966203153,71.59443784,39,5.966203153,7.405650764,0.467575683,5.610908196,25.73525569,4.586082038,5.602182092,1.266142006,10.12593335,14.35025801,6.469129318,0.822323916,5.37491548,13.5118133,22.09340047,10.13133842,2.992295294,18.91584437,8.941512657,3.17233376,5.087105994,1.714983003
7088,41369,70,70,7,NA,NA,NA,NA,NA,OwnerOccupier,Babushkinskoe,4934147.224,86206,0.11640032,0.122190486,4300,4724,1308,1,0,3,2,no,no,55125,4300,4724,11209,10741,8429,49,2,0,147,0,9,169,82,9,1.791301535,1.245377922,14.94453507,1.245377922,0.278245927,1.29609742,0.055028094,0.607050968,1.278191352,15.33829623,25,1.11651916,2.505856986,0.205132825,2.4615939,12.31535273,1.058087443,1.378705782,0.573244711,12.16016213,5.533710132,1.338426751,0.567309091,2.436175548,3.013977784,1.985012863,0.827742314,1.393803999,1.415807374,0.907227532,0.951093912,1.201341246,0.539757009
7090,41369,41,17,20,NA,NA,NA,NA,NA,Investment,Chertanovo Central'noe,6879019.638,112221,0.061476659,0.282797669,7104,8667,NA,0,0,6,2,no,no,111874,7104,8667,18927,22027,14733,47,0,0,0,0,0,60,99,16,4.496204672,2.519601105,30.10890805,2.509075671,0.236035016,2.15200388,0.195650795,1.673914556,4.776572792,57.3188735,21,4.787098227,7.580975424,0.316446694,3.797360333,15.6797252,1.340230767,3.091530457,2.554256556,8.322157957,16.22660694,7.066213752,0.928435679,4.91799838,8.493383376,13.17959449,0.928435679,3.366374953,7.785733731,0.653447672,1.1653547,1.312639098,1.277619507
7104,41370,53,NA,4,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,629,NA,0,0,0,1,no,yes,13890,656,629,1542,3134,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.132375028,6.541774141,66.89277654,5.574398045,2.883597955,3.404786896,0.035035251,0.424423005,10.74547289,128.9456747,47,11.57243006,10.38316121,1.482871013,17.79445216,20.66681407,2.257240227,2.498267335,3.958328126,9.936528347,5.547796439,7.560708608,1.445152279,6.818351768,5.910786746,14.64937341,5.833934869,6.031999822,11.47181731,4.826296886,3.543756863,4.322573924,4.160115281
7106,41370,56,56,14,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,629,NA,0,0,0,1,no,yes,13890,656,629,1542,3134,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.422674256,5.093223226,60.32009193,5.026674327,2.674023273,3.497252,0.363251558,0.563741961,11.30129102,135.6154923,47,11.99247937,10.97512696,2.017461987,24.20954384,20.70999294,2.489942235,2.96998655,3.419030444,10.35657766,6.103614569,7.980757919,2.067629781,5.369800853,4.462235832,13.20082249,5.552935228,4.583448907,10.02326639,4.640873354,2.8338186,5.008221465,3.940874858
7117,41371,56,32,5,NA,NA,NA,NA,NA,Investment,Juzhnoportovoe,4579593.033,71715,0.040431201,0.21843974,4407,4472,1450,4,0,7,6,no,yes,101708,4407,4472,10624,21121,8279,18,0,0,162,0,22,149,24,22,2.279865727,1.291809671,9.142975035,0.761914586,0.295619327,2.88573959,0.292682123,0.101849315,2.362223617,28.3466834,65,2.604023231,4.355536951,0.121201408,1.454416891,6.654928155,1.363929089,2.143774669,0.830409207,7.223549944,3.448183447,0.477029051,0.205353236,3.215444399,5.529723815,1.902948278,0.583204334,0.531244321,2.27252702,1.76602496,1.319997636,0.426390303,1.6140885
7118,41372,47,30,12,NA,NA,NA,NA,NA,Investment,Alekseevskoe,5234028.171,78418,0.044073572,0.200146802,3761,3975,770,2,0,0,8,no,no,1359171,3761,3975,9514,283678,7263,72,0,0,160,0,17,186,40,5,3.520817936,2.476941564,23.21769385,1.934807821,0.212840987,1.502919754,0.185331527,0.704255889,0.649070144,7.788841724,79,0.649070144,1.162046242,0.088095914,1.057150962,7.43001375,1.183242274,2.686925353,0.325024872,7.557890458,12.6103156,2.678237837,0.671224367,1.580874758,3.946307894,3.301936945,0.414044009,1.273845905,2.046927914,1.360428728,1.746973424,0.238172938,0.968550108
7121,41372,91,91,NA,NA,NA,NA,NA,NA,OwnerOccupier,Troickij okrug,16315230.22,39873,0.375973778,0.07542368,2870,3097,NA,0,0,0,0,no,no,143661,2870,3097,7060,31367,5569,0,1,0,1,0,1,0,1,0,26.049559,21.57332567,258.879908,21.57332567,15.10555058,16.05808275,0.028327074,0.069553906,23.41305703,280.9566844,108,23.41305703,27.38391189,0.335137931,4.021655171,37.57222374,0.545520525,7.943306697,15.74336934,24.02098023,20.76519983,1.698555685,1.332776445,24.70483609,24.76023484,28.60156363,23.87036158,21.33283733,25.42400753,22.10189446,14.16431401,14.9216815,16.80683011
7124,41372,36,36,9,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Shherbinka,7878765.473,32241,0.05707006,0.211401214,2041,1892,NA,0,0,1,0,no,no,39873,2041,1892,4724,7467,3681,0,1,0,0,0,0,2,0,0,7.288460706,5.057597846,60.69117416,5.057597846,2.204637801,1.930584579,0.243879831,0.167171694,0.15705631,1.884675717,39,0.15705631,1.035240973,0.157757088,1.893085058,26.83346869,0.657275427,2.874817665,0.07732823,8.942143824,18.67321774,0.814886959,3.594739603,3.141682225,12.98627449,18.56339545,10.80309214,5.934841904,20.40417581,8.997875226,1.774762138,1.092124919,3.833095449
7133,41372,47,31,NA,NA,NA,NA,NA,NA,Investment,Izmajlovo,15045565.2,102828,0.637398943,0.006076152,4992,5285,645,6,0,6,0,no,no,122862,4992,5285,13203,24605,9633,85,39,3,356,2,4,442,59,23,2.437373797,1.882160157,20.91846948,1.74320579,0.809137323,1.971666022,0.201695064,0.457092413,4.488227222,53.85872667,18,4.497149747,5.70611078,0.113351702,1.360220429,10.50319262,3.610023183,4.407054348,1.004493359,3.704723911,19.68694248,1.522354814,0.421171423,3.540753978,2.896347636,1.634323229,1.30026947,0.757581841,2.575647721,0.809137323,1.162261151,1.08455346,0.515192633
7134,41372,50,NA,4,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Shherbinka,7878765.473,32241,0.05707006,0.211401214,2041,1892,NA,0,0,1,0,no,no,39873,2041,1892,4724,7467,3681,0,1,0,0,0,0,2,0,0,8.713244028,5.496177429,41.22274621,3.435228851,1.559477401,0.430541983,0.137624865,0,2.658710996,31.90453195,39,4.410772205,6.511687954,0.321670829,3.860049948,26.04356332,2.743131524,4.771052088,0.146389162,13.19585972,19.97657035,4.91369837,1.752289935,7.39539812,16.20296842,22.81711135,10.25422037,5.633092591,21.70752842,8.603435415,1.744619545,3.195431548,1.94274791
7135,41372,40,18,6,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Voskresenskoe,21494094.8,7122,0.262459141,0.017647053,489,469,NA,0,0,0,0,no,no,9553,489,469,1150,2155,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.595300675,2.254916339,27.05899607,2.254916339,0.826052086,1.799914811,0.314381737,1.006133091,5.784237199,69.41084638,39,5.784237199,9.879408986,0.327357187,3.928286243,25.59597356,4.540853936,5.585989743,1.128409282,9.943967391,14.70375644,6.287163364,0.680016826,5.192949525,13.32984735,21.91143451,9.989170386,3.262483231,18.73387841,8.802152614,3.231527778,5.072389416,1.582378034
7138,41372,18,18,1,NA,NA,NA,NA,NA,Investment,Babushkinskoe,4934147.224,86206,0.11640032,0.122190486,4300,4724,1308,1,0,3,2,no,no,55125,4300,4724,11209,10741,8429,49,2,0,147,0,9,169,82,9,1.632018373,0.994808126,11.93769751,0.994808126,0.200477091,1.136147245,0.189635379,0.250814344,2.449951055,29.39941266,25,2.065631616,4.105638811,0.489367787,5.872413442,12.61004121,2.145159406,2.265591092,1.660996098,12.89058183,5.283140335,2.075903386,0.577812691,3.16659525,1.987981954,3.158626432,1.919576747,1.143234203,1.526091242,0.200477091,0.613435432,0.317243507,0.572111304
7140,41372,39,19,10,NA,NA,NA,NA,NA,Investment,Ljublino,17881913.61,165727,0.260652636,0.133215333,10809,11395,1406,3,0,4,3,no,yes,89971,10809,11395,26333,23273,20866,58,0,0,209,0,20,193,154,94,2.427573507,1.72221356,18.70215721,1.558513101,0.275821488,1.185194588,0.014372552,0.123125168,1.949262262,23.39114715,17,1.949262262,2.843802054,0.116963882,1.40356658,11.60208031,4.165073489,5.592266584,0.686155099,7.66396695,3.194422621,1.744034126,0.348176484,1.675089221,2.929829482,4.592582641,0.633844722,0.861459739,0.337275301,1.333226272,1.211729096,0.311696131,0.124389126
7145,41373,42,42,2,NA,NA,NA,NA,NA,OwnerOccupier,Krjukovo,10842309.74,85219,0.06217241,0.161531741,5767,5648,30,2,0,4,1,no,no,221709,5767,5648,13872,49415,10654,8,146,11,65,2,20,184,131,36,23.2785783,19.44424401,225.3920618,18.78267182,0.718082988,15.85639631,0.221561977,0.161158771,1.199915157,14.39898189,28,1.235753636,1.69333007,0.103967195,1.247606334,36.35560764,4.854494726,7.778458925,0.483833118,25.96524493,41.8108086,2.463475754,1.406675812,4.853926445,4.795551485,26.6161476,14.56731319,2.475717389,2.457986584,4.314032115,0.952238567,0.98012246,4.710133913
7155,41373,40,NA,7,NA,NA,NA,NA,NA,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,1564,540,0,0,0,0,no,no,247469,1706,1564,3831,55710,3112,3,0,0,10,0,1,7,10,23,0.913143882,0.369300592,4.431607106,0.369300592,0.480207595,3.008938568,1.678090283,0.754633047,3.863016791,46.35620149,75,3.458366327,5.268029512,0.159566871,1.914802452,19.76393757,3.262172437,4.2991285,2.832922626,7.092672337,10.10314735,4.001085231,2.913977218,7.361990761,7.361990761,13.43070301,6.364524341,3.983902508,8.900627404,5.081010317,2.160933247,5.273047018,3.473848585
7160,41373,46,30,2,NA,NA,NA,NA,NA,Investment,Chertanovo Severnoe,6206098.885,111874,0.12812331,0.089039719,4720,7976,NA,0,0,11,5,no,no,125354,4720,7976,14552,27006,12093,24,0,0,0,0,0,56,93,8,0.559563086,0.266627101,3.199525216,0.266627101,0.314655105,3.024304249,0.155663908,0.492081757,3.920979699,47.05175639,21,4.005836319,5.483973965,0.161280301,1.935363616,13.66476797,0.416389311,5.258477502,1.204606365,7.515576623,11.1390799,5.511273866,0.210146221,1.227425579,7.712121469,10.50787339,1.448823578,3.351834128,6.230793844,0.314655105,0.175585477,0.795555834,1.11031584
7162,41373,56,25,4,NA,NA,NA,NA,NA,Investment,Zjuzino,5391434.257,123000,0.079151397,0,6715,6714,2672,0,2,2,2,no,no,76670,6715,6714,15947,16001,12653,223,0,0,45,0,0,298,64,38,1.087901615,0.582616262,6.817751339,0.568145945,0.360702145,1.836035821,0.228286341,1.876049681,5.132471126,61.58965352,2,5.842985847,7.408789433,0.248454718,2.981456617,10.57422893,1.728432929,4.672438016,1.885508963,5.969159098,7.529624909,0.602303425,0.120689469,1.504610007,7.242820645,8.042118136,4.19149665,2.306716059,1.586603378,3.058374434,0.747895455,0.747895455,0.910050053
7168,41373,51,NA,15,NA,NA,NA,NA,NA,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,1564,540,0,0,0,0,no,no,247469,1706,1564,3831,55710,3112,3,0,0,10,0,1,7,10,23,0.913143882,0.369300592,4.431607106,0.369300592,0.480207595,3.008938568,1.678090283,0.754633047,3.863016791,46.35620149,75,3.458366327,5.268029512,0.159566871,1.914802452,19.76393757,3.262172437,4.2991285,2.832922626,7.092672337,10.10314735,4.001085231,2.913977218,7.361990761,7.361990761,13.43070301,6.364524341,3.983902508,8.900627404,5.081010317,2.160933247,5.273047018,3.473848585
7171,41373,50,50,16,NA,NA,NA,NA,NA,OwnerOccupier,Tverskoe,7307410.574,75377,0.065444314,0.0000782,4237,6398,1046,3,2,23,141,yes,no,116742,4237,6398,12508,23480,9955,19,27,4,529,263,105,154,71,57,1.482746099,1.036567808,13.45906811,1.121589009,0.269716418,0.284299796,0.189089214,2.640802933,3.37871695,40.5446034,5,4.060429824,5.143797873,0.326034852,3.91241822,0.072896553,4.081282581,4.273395045,2.566044379,3.983720702,7.836658044,1.09289653,0.269716418,1.421099479,0.501855865,4.018205464,1.171506135,2.6081621,2.180439629,1.091506532,0.107359506,0.182194269,0.181896599
7176,41373,54,52,8,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,629,NA,0,0,0,1,no,yes,13890,656,629,1542,3134,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.453103853,5.438936523,65.01925692,5.41827141,4.033052714,3.722560926,0.04431672,0.434080965,17.09458693,205.1350432,42,12.68840234,11.26857508,1.323748524,15.88498229,19.92881447,1.764398136,2.939590388,5.729233342,6.575407932,2.871756532,5.449901277,3.373902554,7.259263786,7.796266898,10.3541177,7.819884373,6.672132731,7.978435224,4.499860083,3.239006121,0.433538861,2.875222401
7184,41373,81,NA,6,NA,NA,NA,NA,NA,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,629,NA,0,0,0,1,no,yes,13890,656,629,1542,3134,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.453103853,5.438936523,65.01925692,5.41827141,4.033052714,3.722560926,0.04431672,0.434080965,17.09458693,205.1350432,42,12.68840234,11.26857508,1.323748524,15.88498229,19.92881447,1.764398136,2.939590388,5.729233342,6.575407932,2.871756532,5.449901277,3.373902554,7.259263786,7.796266898,10.3541177,7.819884373,6.672132731,7.978435224,4.499860083,3.239006121,0.433538861,2.875222401
7190,41374,75,45,9,NA,NA,NA,NA,NA,Investment,Mar'ino,11754772.16,247469,0.188712765,0.090799103,19223,19083,NA,5,0,15,2,no,no,165727,19223,19083,45170,35793,36035,3,0,0,4,0,0,0,176,176,1.845896393,1.22787549,12.03824415,1.003187013,0.530441956,0.533112394,0.037125739,0.848550491,2.258153746,27.09784495,16,2.258649012,3.13436328,0.117348204,1.408178452,13.21541031,4.64571821,5.9346374,1.568280549,6.017861348,5.449380097,0.323683472,0.466024621,0.761749523,2.187343092,7.709473611,3.068753836,1.455910866,3.88676213,2.336476266,0.896931331,0.695870865,0.771326986
