"","row","column","cor","p"
"550","full_all","build_count_1946.1970",0.31627789573159,0
"1711","market_shop_km","fitness_km",0.313884781790256,0
"554","X16_29_all","build_count_1946.1970",0.313625604570416,0
"1700","ID_railroad_station_walk","fitness_km",0.311745503578599,0
"1885","railroad_km","stadium_km",0.310539052865393,0
"1648","kremlin_km","market_shop_km",0.309901396746116,0
"2288","green_zone_part","big_church_km",0.307576090141913,0
"2063","ID_railroad_station_walk","university_km",0.30719026115883,0
"1652","bus_terminal_avto_km","market_shop_km",0.307116030822561,0
"830","green_zone_part","park_km",0.306497137212524,0
"1641","railroad_station_walk_km","market_shop_km",0.305028159706578,0
"1642","railroad_station_walk_min","market_shop_km",0.30502815970235,0
"1881","public_transport_station_min_walk","stadium_km",0.304901882658632,0
"1880","public_transport_station_km","stadium_km",0.304901882599595,0
"2070","big_road2_km","university_km",0.302812740696525,0
"390","children_preschool","build_count_wood",0.302069857588257,0
"401","X0_6_all","build_count_wood",0.302069857588257,0
"14","life_sq","max_floor",0.301968091934999,0
"448","preschool_quota","build_count_brick",0.298440976265268,0
"1963","green_zone_part","public_healthcare_km",0.297622792465563,0
"1326","public_transport_station_min_walk","kremlin_km",0.297154573192396,0
"1325","public_transport_station_km","kremlin_km",0.297154573104874,0
"1077","park_km","ID_railroad_station_walk",0.29506764856573,0
"2336","market_shop_km","big_church_km",0.29357965032262,0
"1074","metro_min_walk","ID_railroad_station_walk",0.292831944201817,0
"1075","metro_km_walk","ID_railroad_station_walk",0.292831944194504,0
"916","preschool_quota","industrial_km",0.292077187549081,0
"508","children_preschool","build_count_1921.1945",0.291739743357842,0
"519","X0_6_all","build_count_1921.1945",0.291739743357842,0
"912","raion_popul","industrial_km",0.291371899400812,0
"1876","railroad_station_walk_min","stadium_km",0.290791750702614,0
"1875","railroad_station_walk_km","stadium_km",0.290791750696395,0
"1707","big_road2_km","fitness_km",0.289877138611079,0
"541","preschool_quota","build_count_1946.1970",0.286218419485107,0
"405","X0_13_all","build_count_wood",0.286048678943966,0
"1710","big_market_km","fitness_km",0.285543581260303,0
"1859","build_count_wood","stadium_km",0.284682769344019,0
"1877","ID_railroad_station_walk","stadium_km",0.283622984979192,0
"1901","green_zone_part","basketball_km",0.283259427085439,0
"2267","bus_terminal_avto_km","office_km",0.282948476273683,0
"1634","metro_km_avto","market_shop_km",0.282583272452233,0
"1073","metro_km_avto","ID_railroad_station_walk",0.281508052216357,0
"1540","railroad_km","bus_terminal_avto_km",0.280624629225615,0
"1863","build_count_1921.1945","stadium_km",0.279000747020344,0
"403","X0_17_all","build_count_wood",0.277470894429571,0
"523","X0_13_all","build_count_1921.1945",0.275258810902594,0
"1828","market_shop_km","ice_rink_km",0.274280860838983,0
"2045","build_count_wood","university_km",0.27413306577488,0
"920","university_top_20_raion","industrial_km",0.273230330016663,0
"676","green_zone_part","metro_km_avto",0.270228358390565,0
"521","X0_17_all","build_count_1921.1945",0.267058894107092,0
"1635","metro_min_walk","market_shop_km",0.265699171672763,0
"1636","metro_km_walk","market_shop_km",0.265699171662683,0
"392","children_school","build_count_wood",0.265626358560794,0
"402","X7_14_all","build_count_wood",0.265626358560794,0
"751","green_zone_part","metro_km_walk",0.264910879496216,0
"713","green_zone_part","metro_min_walk",0.264910879493729,0
"2354","kitch_sq","price_doc",0.263253516683387,0
"915","children_preschool","industrial_km",0.262828255687341,0
"926","X0_6_all","industrial_km",0.262828255687341,0
"2049","build_count_1921.1945","university_km",0.261985311042984,0
"930","X0_13_all","industrial_km",0.261660418242773,0
"373","full_all","build_count_block",0.26040240053439,0
"1072","metro_min_avto","ID_railroad_station_walk",0.260028254656133,0
"1342","healthcare_centers_raion","big_road1_km",0.258431365853219,0
"418","children_preschool","build_count_frame",0.257321955097261,0
"429","X0_6_all","build_count_frame",0.257321955097261,0
"928","X0_17_all","industrial_km",0.256058650664776,0
"917","children_school","industrial_km",0.255276356477559,0
"927","X7_14_all","industrial_km",0.255276356477559,0
"2261","public_transport_station_km","office_km",0.254561558882289,0
"2262","public_transport_station_min_walk","office_km",0.254561558870622,0
"510","children_school","build_count_1921.1945",0.25451405767104,0
"520","X7_14_all","build_count_1921.1945",0.25451405767104,0
"1011","big_market_raion","railroad_station_walk_min",0.254092692966281,0
"967","big_market_raion","railroad_station_walk_km",0.254092692952532,0
"1938","ID_railroad_station_walk","basketball_km",0.25392938189108,0
"377","X16_29_all","build_count_block",0.253566533780466,0
"921","shopping_centers_raion","industrial_km",0.249540553732841,0
"1388","green_zone_part","big_road2_km",0.244797147827232,0
"1235","green_zone_part","public_transport_station_min_walk",0.244696647860153,0
"1186","green_zone_part","public_transport_station_km",0.244696647824356,0
"182","indust_part","railroad_terminal_raion",0.244523065982241,0
"2270","fitness_km","office_km",0.244128457018595,0
"1888","market_shop_km","stadium_km",0.243083490350595,0
"169","healthcare_centers_raion","office_raion",0.242811573653877,0
"1633","metro_min_avto","market_shop_km",0.240137030906633,0
"433","X0_13_all","build_count_frame",0.238965532290171,0
"447","children_preschool","build_count_brick",0.238951095131517,0
"458","X0_6_all","build_count_brick",0.238951095131517,0
"2247","build_count_after_1995","office_km",0.238188680752728,0
"431","X0_17_all","build_count_frame",0.233769225214978,0
"784","life_sq","school_km",0.232667264279788,0
"1478","ID_railroad_station_walk","railroad_km",0.232248441280209,0
"2335","big_market_km","big_church_km",0.231141872598819,0
"640","green_zone_part","metro_min_avto",0.230485461309138,0
"1495","green_zone_part","bus_terminal_avto_km",0.230397196198711,0
"627","build_count_before_1920","build_count_after_1995",0.228991624674986,0
"2010","big_market_km","public_healthcare_km",0.228683001365118,0
"2084","life_sq","workplaces_km",0.227130770812703,0
"1452","big_market_raion","railroad_km",0.226637554462174,0
"2365","office_raion","price_doc",0.22605119630874,0
"1768","big_market_km","swim_pool_km",0.222410248882045,0
"460","X0_17_all","build_count_brick",0.221916208143732,0
"462","X0_13_all","build_count_brick",0.221674464405285,0
"924","big_market_raion","industrial_km",0.220560439672082,0
"420","children_school","build_count_frame",0.218649887614304,0
"430","X7_14_all","build_count_frame",0.218649887614304,0
"1362","build_count_after_1995","big_road1_km",0.217335655553363,0
"1957","life_sq","public_healthcare_km",0.212944828762526,0
"2155","green_zone_part","shopping_centers_km",0.210913913066096,0
"1055","railroad_terminal_raion","ID_railroad_station_walk",0.207487146701245,0
"1085","life_sq","railroad_station_avto_km",0.206563732816287,0
"74","kitch_sq","preschool_quota",0.205952946448953,0
"1285","green_zone_part","kremlin_km",0.204181890828386,0
"449","children_school","build_count_brick",0.204150068020923,0
"459","X7_14_all","build_count_brick",0.204150068020923,0
"1774","life_sq","ice_rink_km",0.204064610291519,0
"1570","build_count_frame","big_market_km",0.204044956391953,0
"164","indust_part","office_raion",0.201430396886189,0
"2046","build_count_frame","university_km",0.201249016657567,0
"1132","life_sq","railroad_station_avto_min",0.201083852075833,0
"1344","shopping_centers_raion","big_road1_km",0.201028013397605,0
"1482","public_transport_station_min_walk","railroad_km",0.200257686997063,0
"1481","public_transport_station_km","railroad_km",0.200257686989953,0
"1651","railroad_km","market_shop_km",0.199684469435168,0
"1571","build_count_brick","big_market_km",0.199005730947634,0
"1702","railroad_station_avto_min","fitness_km",0.198862684486913,0
"1663","green_zone_part","fitness_km",0.198443638443106,0
"1102","big_market_raion","railroad_station_avto_km",0.194913288772582,0
"1708","railroad_km","fitness_km",0.194789185401834,0
"950","life_sq","railroad_station_walk_km",0.193630508551076,0
"994","life_sq","railroad_station_walk_min",0.193630508547695,0
"872","indust_part","green_zone_km",0.193151166530884,0
"1895","life_sq","basketball_km",0.192514572153429,0
"1866","build_count_after_1995","stadium_km",0.19136594638239,0
"582","big_market_raion","build_count_1971.1995",0.191223494216465,0
"2020","life_sq","university_km",0.19019669505243,0
"1581","school_km","big_market_km",0.189342075291019,0
"2364","shopping_centers_raion","price_doc",0.189223743416056,0
"2137","big_market_km","workplaces_km",0.188809461681677,0
"1715","life_sq","swim_pool_km",0.187982075214143,0
"63","kitch_sq","children_preschool",0.187287536351613,0
"239","kitch_sq","X0_6_all",0.187287536351613,0
"613","shopping_centers_raion","build_count_after_1995",0.187252851629855,0
"2282","life_sq","big_church_km",0.186687856582354,0
"310","green_zone_part","X16_29_all",0.185676152650944,0
"2243","build_count_before_1920","office_km",0.185646541253212,0
"365","children_school","build_count_block",0.185335736614973,0
"375","X7_14_all","build_count_block",0.185335736614973,0
"1311","build_count_after_1995","kremlin_km",0.184906936927113,0
"1304","build_count_wood","kremlin_km",0.18486430319587,0
"333","kitch_sq","X0_13_all",0.184842789696716,0
"1653","big_market_km","market_shop_km",0.184741563784704,0
"630","build_count_1971.1995","build_count_after_1995",0.183797466425795,0
"284","kitch_sq","X0_17_all",0.183474866071646,0
"36","kitch_sq","raion_popul",0.182361335457852,0
"1361","build_count_1971.1995","big_road1_km",0.18232611674161,0
"938","build_count_1971.1995","industrial_km",0.182260144158181,0
"220","green_zone_part","full_all",0.181678614481665,0
"1273","railroad_station_avto_km","public_transport_station_min_walk",0.181413759820816,0
"1224","railroad_station_avto_km","public_transport_station_km",0.181413759819907,0
"86","kitch_sq","children_school",0.18056825874832,0
"261","kitch_sq","X7_14_all",0.18056825874832,0
"1229","life_sq","public_transport_station_min_walk",0.180329324127558,0
"1180","life_sq","public_transport_station_km",0.180329324061254,0
"1435","life_sq","railroad_km",0.18028000757692,0
"1222","railroad_station_walk_min","public_transport_station_km",0.180145619332825,0
"1271","railroad_station_walk_min","public_transport_station_min_walk",0.180145619331312,0
"1221","railroad_station_walk_km","public_transport_station_km",0.180145619329032,0
"1270","railroad_station_walk_km","public_transport_station_min_walk",0.180145619327548,0
"1701","railroad_station_avto_km","fitness_km",0.179621094273107,0
"376","X0_17_all","build_count_block",0.17950909322604,0
"378","X0_13_all","build_count_block",0.178306305309477,0
"1359","build_count_1921.1945","big_road1_km",0.17773432773914,0
"360","raion_popul","build_count_block",0.176040995706591,0
"1699","railroad_station_walk_min","fitness_km",0.174922053706223,0
"1698","railroad_station_walk_km","fitness_km",0.174922053681292,0
"939","build_count_after_1995","industrial_km",0.173951855384404,0
"1274","railroad_station_avto_min","public_transport_station_min_walk",0.173818523890627,0
"1225","railroad_station_avto_min","public_transport_station_km",0.17381852387156,0
"363","children_preschool","build_count_block",0.171327703238989,0
"374","X0_6_all","build_count_block",0.171327703238989,0
"40","life_sq","green_zone_part",0.1698850309179,0
"1355","build_count_wood","big_road1_km",0.16964343555952,0
"540","children_preschool","build_count_1946.1970",0.166213011808739,0
"551","X0_6_all","build_count_1946.1970",0.166213011808739,0
"611","healthcare_centers_raion","build_count_after_1995",0.165732095421271,0
"547","office_raion","build_count_1946.1970",0.165687564061881,0
"2264","big_road1_km","office_km",0.164810911398862,0
"1647","public_transport_station_min_walk","market_shop_km",0.163357859826193,0
"1646","public_transport_station_km","market_shop_km",0.163357859804538,0
"1308","build_count_1921.1945","kremlin_km",0.162866210313159,0
"1149","big_market_raion","railroad_station_avto_min",0.162573159590346,0
"1175","ID_railroad_station_walk","railroad_station_avto_min",0.162303767725787,0
"1806","build_count_after_1995","ice_rink_km",0.16125805923313,0
"2202","big_market_km","shopping_centers_km",0.160429623912264,0
"1322","ID_railroad_station_walk","kremlin_km",0.156652163272771,0
"893","build_count_before_1920","green_zone_km",0.156392989231197,0
"387","raion_popul","build_count_wood",0.156248645767435,0
"555","X0_13_all","build_count_1946.1970",0.153815569958992,0
"1591","public_transport_station_min_walk","big_market_km",0.152511348859951,0
"1590","public_transport_station_km","big_market_km",0.152511348771473,0
"1532","ID_railroad_station_walk","bus_terminal_avto_km",0.151955430098501,0
"1128","ID_railroad_station_walk","railroad_station_avto_km",0.151149296765235,0
"2362","healthcare_centers_raion","price_doc",0.150098713778744,0
"569","kitch_sq","build_count_1971.1995",0.15005016424276,0
"553","X0_17_all","build_count_1946.1970",0.149391389017836,0
"415","raion_popul","build_count_frame",0.149071747904257,0
"603","kitch_sq","build_count_after_1995",0.145754711951332,0
"1429","public_transport_station_min_walk","big_road2_km",0.14491930831794,0
"1428","public_transport_station_km","big_road2_km",0.144919308287472,0
"911","kitch_sq","industrial_km",0.144897115305658,0
"1862","build_count_before_1920","stadium_km",0.144194317612629,0
"1600","life_sq","market_shop_km",0.143960773475593,0
"1279","life_sq","kremlin_km",0.143853190111398,0
"2390","industrial_km","price_doc",0.143703761622368,0
"505","raion_popul","build_count_1921.1945",0.14327685372515,0
"1334","kitch_sq","big_road1_km",0.142597610281348,0
"1799","build_count_wood","ice_rink_km",0.142264973315924,0
"370","office_raion","build_count_block",0.140933852585649,0
"542","children_school","build_count_1946.1970",0.139158545295142,0
"552","X7_14_all","build_count_1946.1970",0.139158545295142,0
"1860","build_count_frame","stadium_km",0.138057909266677,0
"783","full_sq","school_km",0.138025126848509,0
"455","railroad_terminal_raion","build_count_brick",0.137717896552967,0
"1358","build_count_before_1920","big_road1_km",0.136227594981964,0
"2149","life_sq","shopping_centers_km",0.135512222579054,0
"913","green_zone_part","industrial_km",0.135447074228147,0
"2083","full_sq","workplaces_km",0.134392392770478,0
"1084","full_sq","railroad_station_avto_km",0.134012955434142,0
"2351","floor","price_doc",0.133626556451275,0
"949","full_sq","railroad_station_walk_km",0.133272156607516,0
"993","full_sq","railroad_station_walk_min",0.133272156600289,0
"1803","build_count_1921.1945","ice_rink_km",0.132358309765127,0
"504","kitch_sq","build_count_1921.1945",0.131952465211469,0
"2347","id","price_doc",0.131242481991215,0
"386","kitch_sq","build_count_wood",0.129165758579264,0
"444","raion_popul","build_count_brick",0.128597238193214,0
"1434","full_sq","railroad_km",0.128390954505691,0
"1305","build_count_frame","kremlin_km",0.128344145653013,0
"1883","big_road1_km","stadium_km",0.127868972858868,0
"2348","timestamp","price_doc",0.127868720209632,0
"1081","railroad_station_walk_min","ID_railroad_station_walk",0.127618285872065,0
"1080","railroad_station_walk_km","ID_railroad_station_walk",0.127618285865627,0
"1657","life_sq","fitness_km",0.126804131496071,0
"824","life_sq","park_km",0.126365811572846,0
"478","preschool_quota","build_count_before_1920",0.124502654047577,0
"1131","full_sq","railroad_station_avto_min",0.12437688461635,0
"2377","build_count_brick","price_doc",0.124260043635374,0
"2355","raion_popul","price_doc",0.123813409445182,0
"25","life_sq","kitch_sq",0.123587118233373,0
"15","floor","max_floor",0.123100962047947,0
"919","healthcare_centers_raion","industrial_km",0.123054816913548,0
"1544","life_sq","big_market_km",0.122989671586809,0
"1956","full_sq","public_healthcare_km",0.122958151937493,0
"2241","build_count_frame","office_km",0.12247629933095,0
"1643","ID_railroad_station_walk","market_shop_km",0.121649156635677,0
"1894","full_sq","basketball_km",0.11994956107997,0
"2281","full_sq","big_church_km",0.119663559682142,0
"2221","green_zone_part","office_km",0.118611419638838,0
"1714","full_sq","swim_pool_km",0.117210935309759,0
"123","full_sq","university_top_20_raion",0.116903299407137,0
"1370","industrial_km","big_road1_km",0.116713138511127,0
"2203","market_shop_km","shopping_centers_km",0.116548736547783,0
"1773","full_sq","ice_rink_km",0.116502574024871,0
"2148","full_sq","shopping_centers_km",0.115859542817415,0
"1357","build_count_brick","big_road1_km",0.11518228015439,0
"2363","university_top_20_raion","price_doc",0.113717028235998,0
"2026","green_zone_part","university_km",0.113619241992194,0
"670","life_sq","metro_km_avto",0.112671030741612,0
"1780","green_zone_part","ice_rink_km",0.111049854649942,0
"414","kitch_sq","build_count_frame",0.110731356329319,0
"2360","children_school","price_doc",0.109997847279223,0
"2370","X7_14_all","price_doc",0.109997847279223,0
"141","floor","shopping_centers_raion",0.109677353256766,0
"2177","build_count_before_1920","shopping_centers_km",0.109189871348565,0
"1179","full_sq","public_transport_station_km",0.10903336305315,0
"1228","full_sq","public_transport_station_min_walk",0.109033363043153,0
"707","life_sq","metro_min_walk",0.108987357560188,0
"745","life_sq","metro_km_walk",0.108987357555158,0
"2371","X0_17_all","price_doc",0.108527208978724,0
"2373","X0_13_all","price_doc",0.108184869126241,0
"153","university_top_20_raion","shopping_centers_raion",0.107473366066856,0
"167","children_school","office_raion",0.107024352167948,0
"272","office_raion","X7_14_all",0.107024352167948,0
"200","green_zone_part","big_market_raion",0.106418584753826,0
"1594","big_road2_km","big_market_km",0.106262124689951,0
"2269","market_shop_km","office_km",0.106126588351385,0
"2366","railroad_terminal_raion","price_doc",0.105933349338078,0
"2358","children_preschool","price_doc",0.105643957858709,0
"2369","X0_6_all","price_doc",0.105643957858709,0
"113","kitch_sq","healthcare_centers_raion",0.10535935104191,0
"932","build_count_wood","industrial_km",0.105294980520022,0
"1489","life_sq","bus_terminal_avto_km",0.104783819639406,0
"2019","full_sq","university_km",0.104447531217014,0
"2381","build_count_1971.1995","price_doc",0.104117345244951,0
"2219","kitch_sq","office_km",0.103922344921157,0
"10","life_sq","floor",0.103854353267399,0
"2109","build_count_wood","workplaces_km",0.10285690612252,0
"1177","id","public_transport_station_km",0.102473034219297,0
"1226","id","public_transport_station_min_walk",0.102473034181996,0
"634","life_sq","metro_min_avto",0.102254754930119,0
"477","children_preschool","build_count_before_1920",0.1020006899101,0
"488","X0_6_all","build_count_before_1920",0.1020006899101,0
"9","full_sq","floor",0.101991847018595,0
"295","office_raion","X0_17_all",0.10167889599374,0
"127","num_room","university_top_20_raion",0.101132996935077,0
"344","office_raion","X0_13_all",0.100828495514916,0
"591","build_count_frame","build_count_1971.1995",0.100450502837417,0
"128","kitch_sq","university_top_20_raion",0.100207914636541,0
"614","office_raion","build_count_after_1995",0.0995282313791838,0
"1496","indust_part","bus_terminal_avto_km",0.0987759680318028,0
"144","kitch_sq","shopping_centers_raion",0.0984975681410413,0
"1365","metro_min_walk","big_road1_km",0.0984690525490025,0
"1366","metro_km_walk","big_road1_km",0.0984690525472311,0
"2113","build_count_1921.1945","workplaces_km",0.0982323428130399,0
"2082","timestamp","workplaces_km",0.0969465749265578,0
"1178","timestamp","public_transport_station_km",0.0952598061195458,0.000000000000000444089209850063
"1227","timestamp","public_transport_station_min_walk",0.0952598060918617,0.000000000000000444089209850063
"443","kitch_sq","build_count_brick",0.0950455113313263,0.000000000000000444089209850063
"1488","full_sq","bus_terminal_avto_km",0.0942854304783886,0.000000000000000888178419700125
"2214","full_sq","office_km",0.0941911960531498,0.000000000000000888178419700125
"1920","build_count_wood","basketball_km",0.0934852776089935,0.00000000000000133226762955019
"165","children_preschool","office_raion",0.093090741728896,0.00000000000000177635683940025
"250","office_raion","X0_6_all",0.093090741728896,0.00000000000000177635683940025
"1382","life_sq","big_road2_km",0.0927356010184152,0.00000000000000222044604925031
"936","build_count_1921.1945","industrial_km",0.0924324040167317,0.00000000000000288657986402541
"473","kitch_sq","build_count_before_1920",0.0912252279229219,0.00000000000000666133814775094
"537","raion_popul","build_count_1946.1970",0.0907977815055274,0.00000000000000865973959207622
"880","office_raion","green_zone_km",0.0907528290750584,0.00000000000000888178419700125
"39","full_sq","green_zone_part",0.0899695105907901,0.0000000000000150990331349021
"1278","full_sq","kremlin_km",0.0890612049921683,0.0000000000000279776202205539
"2359","preschool_quota","price_doc",0.0889490847442634,0.0000000000000299760216648792
"2245","build_count_1946.1970","office_km",0.0879038012850952,0.0000000000000595079541199084
"2352","max_floor","price_doc",0.087353646864355,0.0000000000000854871728961371
"60","floor","children_preschool",0.0871876082883437,0.0000000000000950350909079134
"236","floor","X0_6_all",0.0871876082883437,0.0000000000000950350909079134
"2081","id","workplaces_km",0.0866065540050791,0.00000000000013855583347322
"2178","build_count_1921.1945","shopping_centers_km",0.0861050966979207,0.000000000000191402449445377
"2174","build_count_wood","shopping_centers_km",0.0853007006529476,0.000000000000320188320301895
"1378","kremlin_km","big_road1_km",0.0852279825862912,0.000000000000335287353436797
"330","floor","X0_13_all",0.0850554342104829,0.000000000000374145159298678
"281","floor","X0_17_all",0.0849394464107308,0.000000000000402788913334007
"1364","metro_km_avto","big_road1_km",0.0843116321106447,0.000000000000598410210272959
"782","timestamp","school_km",0.0833657154144277,0.00000000000108091313677505
"1944","big_road1_km","basketball_km",0.0824838201297481,0.00000000000186517468137026
"823","full_sq","park_km",0.0824769209296727,0.00000000000187316828714756
"83","floor","children_school",0.0823952133961517,0.00000000000196975769028995
"258","floor","X7_14_all",0.0823952133961517,0.00000000000196975769028995
"162","raion_popul","office_raion",0.0808299765484368,0.00000000000510969044853482
"130","green_zone_part","university_top_20_raion",0.0803187339636749,0.00000000000694910795573378
"1955","timestamp","public_healthcare_km",0.0803030254504644,0.00000000000701483315879159
"1363","metro_min_avto","big_road1_km",0.0795230901293677,0.0000000000111717302075931
"1924","build_count_1921.1945","basketball_km",0.0786604996660984,0.0000000000185951254394467
"411","floor","build_count_frame",0.0784303345053034,0.000000000021283641515879
"706","full_sq","metro_min_walk",0.0781273696446053,0.0000000000254090082307812
"744","full_sq","metro_km_walk",0.0781273696420108,0.0000000000254090082307812
"669","full_sq","metro_km_avto",0.0779076481950055,0.000000000028880897673389
"1039","life_sq","ID_railroad_station_walk",0.0774579257988601,0.0000000000374953401660605
"2018","timestamp","university_km",0.0770045398948427,0.0000000000487108131608238
"1543","full_sq","big_market_km",0.0764417653226256,0.0000000000672653044375693
"1834","life_sq","stadium_km",0.076327041332128,0.0000000000718194392845817
"126","max_floor","university_top_20_raion",0.076278147429645,0.0000000000738507033304359
"1772","timestamp","ice_rink_km",0.0759517480677542,0.0000000000889248674695864
"1801","build_count_brick","ice_rink_km",0.0758047605632095,0.0000000000966591251483351
"422","healthcare_centers_raion","build_count_frame",0.0754356804586322,0.000000000119092735673121
"1800","build_count_frame","ice_rink_km",0.0753557223184572,0.000000000124585231020546
"2215","life_sq","office_km",0.0742047713197253,0.000000000237187824936314
"203","preschool_quota","big_market_raion",0.0741601528275017,0.00000000024313573376844
"1576","build_count_after_1995","big_market_km",0.074082016323039,0.000000000253904453018095
"199","raion_popul","big_market_raion",0.0740264378897098,0.000000000261846322402448
"2198","big_road1_km","shopping_centers_km",0.0733940281185502,0.000000000371164432522164
"895","build_count_1946.1970","green_zone_km",0.0733326081213892,0.00000000038389758039159
"2268","big_market_km","office_km",0.0729892378667676,0.000000000463331817357471
"2153","kitch_sq","shopping_centers_km",0.072737369714755,0.000000000531579669171833
"71","floor","preschool_quota",0.072392781903692,0.000000000641048103489084
"781","id","school_km",0.0723110243873555,0.000000000670086208742759
"222","children_preschool","full_all",0.0722250029413453,0.000000000702023328358337
"253","full_all","X0_6_all",0.0722250029413453,0.000000000702023328358337
"2280","timestamp","big_church_km",0.0720921069738424,0.000000000754302398320306
"1927","build_count_after_1995","basketball_km",0.0717467981086499,0.000000000908529695919924
"894","build_count_1921.1945","green_zone_km",0.0717302543661683,0.000000000916643871917699
"492","X0_13_all","build_count_before_1920",0.0712966949642194,0.0000000011563556778782
"633","full_sq","metro_min_avto",0.0711792532560383,0.00000000123117338546308
"1655","timestamp","fitness_km",0.0697564384493939,0.00000000261069565965499
"1360","build_count_1946.1970","big_road1_km",0.0696257576617397,0.00000000279525158575211
"1036","id","ID_railroad_station_walk",0.0694168913813186,0.00000000311690007137599
"641","indust_part","metro_min_avto",0.0694110802518125,0.00000000312634540478030
"1893","timestamp","basketball_km",0.0690573828316157,0.00000000375682995823468
"1954","id","public_healthcare_km",0.0686782101477815,0.00000000457002524711925
"312","children_preschool","X16_29_all",0.0685312334772608,0.00000000492928053930086
"323","X0_6_all","X16_29_all",0.0685312334772608,0.00000000492928053930086
"1037","timestamp","ID_railroad_station_walk",0.0683917671146947,0.00000000529549737393609
"892","build_count_brick","green_zone_km",0.0682425189571819,0.00000000571670288884718
"890","build_count_wood","green_zone_km",0.0680258135311182,0.00000000638681063591662
"226","healthcare_centers_raion","full_all",0.0669670718681057,0.0000000109235513967576
"110","floor","healthcare_centers_raion",0.0664071799214116,0.0000000144613951924555
"536","kitch_sq","build_count_1946.1970",0.0655316462224091,0.0000000223249574382578
"1654","id","fitness_km",0.0652240581358672,0.0000000259702039873133
"1771","id","ice_rink_km",0.0643301787732015,0.0000000401505000358071
"1404","X16_29_all","big_road2_km",0.0641060055245891,0.0000000447459944652451
"1425","ID_railroad_station_walk","big_road2_km",0.0637742016717209,0.0000000524960817038789
"316","healthcare_centers_raion","X16_29_all",0.0634440508339402,0.0000000614914315022475
"1833","full_sq","stadium_km",0.0633903566872099,0.0000000630890002462081
"2017","id","university_km",0.0633369452475086,0.0000000647180105062262
"1713","timestamp","swim_pool_km",0.0630537183512989,0.0000000740604786386712
"219","raion_popul","full_all",0.0628279081756893,0.0000000824323629355916
"1368","park_km","big_road1_km",0.0627407042642802,0.0000000859047588619433
"17","timestamp","num_room",0.0619535243860515,0.000000124367517173596
"2279","id","big_church_km",0.061288261708978,0.000000169438423291979
"1475","industrial_km","railroad_km",0.0608877646167785,0.000000203800059050963
"580","office_raion","build_count_1971.1995",0.0607928064014201,0.000000212885055361767
"1400","full_all","big_road2_km",0.0606023444253922,0.000000232301284652792
"229","office_raion","full_all",0.0601862273733294,0.000000280852495038175
"1841","indust_part","stadium_km",0.0599378155523029,0.000000314361785935802
"16","id","num_room",0.0585404746157583,0.000000587805250251705
"490","X0_17_all","build_count_before_1920",0.0581259240450636,0.00000070584650946337
"309","raion_popul","X16_29_all",0.0578275410628945,0.000000804614002980486
"1356","build_count_frame","big_road1_km",0.0574863424654579,0.000000933877587261378
"470","floor","build_count_before_1920",0.0572637009323904,0.00000102876599195056
"1045","green_zone_part","ID_railroad_station_walk",0.0572087221635039,0.00000105358865121197
"33","floor","raion_popul",0.0568942160578788,0.00000120704916106718
"1892","id","basketball_km",0.055707632632137,0.00000200347994461225
"412","max_floor","build_count_frame",0.0553262957035451,0.00000235281177207725
"1277","timestamp","kremlin_km",0.0544309095770855,0.0000034176554388754
"1712","id","swim_pool_km",0.0542725629496217,0.00000364876929381808
"1832","timestamp","stadium_km",0.0539131426272289,0.00000423024358475743
"142","max_floor","shopping_centers_raion",0.0535810609202383,0.00000484560048263916
"1038","full_sq","ID_railroad_station_walk",0.0531650956445004,0.0000057378860853774
"1618","full_all","market_shop_km",0.0530983413165689,0.0000058949826580168
"143","num_room","shopping_centers_raion",0.0527021747697794,0.00000691543266162498
"2048","build_count_before_1920","university_km",0.0521006780495206,0.00000879376289142364
"319","office_raion","X16_29_all",0.0520251160591224,0.00000906162285541079
"1622","X16_29_all","market_shop_km",0.0520201339050681,0.00000907955532425397
"891","build_count_frame","green_zone_km",0.0519966473215724,0.0000091645491067105
"1280","floor","kremlin_km",0.0519720172300293,0.00000925449724586969
"2116","build_count_after_1995","workplaces_km",0.0519187953132229,0.00000945175013500332
"1538","big_road1_km","bus_terminal_avto_km",0.0515902715211772,0.0000107611570725474
"933","build_count_frame","industrial_km",0.0509443439487403,0.0000138574675441205
"705","timestamp","metro_min_walk",0.0507032193401415,0.0000152179101560179
"743","timestamp","metro_km_walk",0.0507032193381171,0.0000152179101677863
"347","full_all","X0_13_all",0.0505431664395948,0.0000161902526951696
"1130","timestamp","railroad_station_avto_min",0.0505237630158867,0.000016312077299574
"600","floor","build_count_after_1995",0.0498840555919818,0.0000208545662410131
"2213","timestamp","office_km",0.0498782488261088,0.0000209008484071127
"677","indust_part","metro_km_avto",0.0488789296043968,0.0000305014538752868
"1599","full_sq","market_shop_km",0.0487649604196572,0.000031830909132502
"1569","build_count_wood","big_market_km",0.0483501472661065,0.0000371495647377706
"160","num_room","office_raion",0.0481880732074157,0.000039448502833217
"1550","green_zone_part","big_market_km",0.0479143641693002,0.0000436402881793807
"1656","full_sq","fitness_km",0.047903887664965,0.0000438088412311188
"668","timestamp","metro_km_avto",0.0474461412333427,0.0000518065719194993
"752","indust_part","metro_km_walk",0.0471817681200013,0.0000570367147396666
"714","indust_part","metro_min_walk",0.0471817681160155,0.0000570367148222672
"1380","timestamp","big_road2_km",0.0470084572269639,0.0000607325848385187
