id,price_doc,price_doc_predicted,ln(a+1),ln(pi+1),(ln(pi+1)-ln(a+1)),(ln(pi+1)-ln(a+1))^2
10352,12824700,10479135.12,16.36688363,16.1648968,-0.201986833,0.040798681
17270,10320000,10477440.05,16.14959441,16.16473503,0.015140618,0.000229238
25066,12989929,10476915.57,16.379685,16.16468497,-0.215000027,0.046225011
23290,10900000,10475473.34,16.20427344,16.16454731,-0.039726133,0.001578166
14269,8750000,10474414.6,15.98456437,16.16444623,0.17988186,0.032357483
18171,13800000,10473633.24,16.44017922,16.16437163,-0.27580759,0.076069827
18728,10100000,10470574.78,16.12804608,16.16407957,0.036033494,0.001298413
490,10500000,10468645.95,16.16688591,16.16389534,-0.002990567,8.94349E-06
20752,7700000,10468584.39,15.85673102,16.16388946,0.307158446,0.094346311
13362,9000000,10466310.09,16.01273525,16.16367219,0.150936943,0.022781961
13263,1000000,10465570.38,13.81551156,16.16360151,2.348089954,5.51352643
21301,11400000,10465478.51,16.249124,16.16359273,-0.085531268,0.007315598
9820,16800000,10464840.64,16.6368895,16.16353178,-0.473357722,0.224067533
24120,8654555,10464836.56,15.97359645,16.16353139,0.189934946,0.036075284
13133,10769760,10464580.91,16.19225286,16.16350696,-0.028745896,0.000826327
24430,7524000,10464046.51,15.8336086,16.16345589,0.329847291,0.108799235
26862,3000000,10463887.58,14.91412318,16.1634407,1.249317525,1.560794278
3521,10455680,10463089.18,16.16265603,16.1633644,0.000708376,5.01797E-07
12617,4000000,10462853.34,15.20180517,16.16334186,0.961536692,0.92455281
842,1030000,10461538.28,13.84507033,16.16321616,2.318145833,5.373800105
24646,8676507,10460254.02,15.9761297,16.1630934,0.186963695,0.034955423
10885,12800000,10459779.81,16.36495581,16.16304806,-0.201907746,0.040766738
24522,10900000,10459426.84,16.20427344,16.16301432,-0.041259124,0.001702315
15781,16010549,10459030.01,16.58875844,16.16297637,-0.425782063,0.181290365
16632,2000000,10458998.42,14.50865824,16.16297335,1.654315116,2.736758502
27399,10500000,10458838.01,16.16688591,16.16295802,-0.003927893,1.54283E-05
16913,8900000,10458655,16.00156195,16.16294052,0.161378572,0.026043043
1312,990000,10456669.76,13.80546123,16.16275068,2.357289451,5.556813555
26824,7400000,10455778.01,15.81699069,16.1626654,0.345674706,0.119491002
29145,11300000,10455552.02,16.24031337,16.16264378,-0.077669587,0.006032565
27470,9319500,10453900.06,16.04761964,16.16248577,0.114866129,0.013194228
11827,9300000,10450823.94,16.04552507,16.16219147,0.116666409,0.013611051
25090,8081700,10450401.59,15.90511293,16.16215106,0.257038133,0.066068602
16802,1000000,10449613.1,13.81551156,16.16207561,2.346564049,5.506362838
16832,14000000,10449032.68,16.45456796,16.16202006,-0.292547898,0.085584272
14992,12400000,10448550.5,16.33320711,16.16197391,-0.171233197,0.029320808
29263,10250000,10445648.91,16.14278836,16.16169617,0.018907812,0.000357505
1949,9500000,10441972.57,16.06680246,16.16134416,0.0945417,0.008938133
20013,12700000,10437773.96,16.35711263,16.16094199,-0.196170639,0.03848292
14053,2500000,10435250.82,14.73180169,16.16070023,1.428898541,2.041751039
26373,8194649,10434476.3,15.91899206,16.16062601,0.241633946,0.058386964
27492,8900000,10429180.25,16.00156195,16.16011832,0.158556377,0.025140125
26257,12500000,10428313.41,16.34123928,16.1600352,-0.181204078,0.032834918
19440,10650000,10427764.38,16.18107054,16.15998255,-0.021087989,0.000444703
19881,12000000,10427253.49,16.30041729,16.15993356,-0.140483731,0.019735679
15461,9900000,10426196.95,16.10804542,16.15983223,0.051786814,0.002681874
29280,9166500,10425108.83,16.0310662,16.15972786,0.12866166,0.016553823
14520,990000,10424684.46,13.80546123,16.15968715,2.354225921,5.542379688
14685,12150000,10424640.61,16.31283981,16.15968295,-0.153156863,0.023457025
16760,5200000,10422914.18,15.46416938,16.15951732,0.695347947,0.483508767
23158,6699664,10421521.45,15.71756808,16.15938369,0.441815609,0.195201032
11055,7130000,10420718.41,15.77982193,16.15930663,0.379484701,0.144008638
3717,10756800,10420620.59,16.19104876,16.15929725,-0.031751518,0.001008159
18708,13200000,10419729.61,16.39572746,16.15921174,-0.236515723,0.055939687
26016,13050000,10418119.15,16.38429877,16.15905717,-0.225241598,0.050733778
3008,8700000,10418048.87,15.9788337,16.15905042,0.180216726,0.032478068
19125,11000000,10417787.14,16.21340592,16.1590253,-0.054380621,0.002957252
20699,11850000,10417492.15,16.28783851,16.15899698,-0.128841525,0.016600139
19432,9400000,10415889.22,16.05622035,16.1588431,0.10262275,0.010531429
894,10500000,10415382.85,16.16688591,16.15879449,-0.008091423,6.54711E-05
26152,7381500,10414938.36,15.81448756,16.15875181,0.344264247,0.118517872
15306,8300000,10414580.94,15.93176619,16.15871749,0.226951298,0.051506892
27728,8800000,10413156.2,15.99026239,16.15858068,0.168318287,0.028331046
28390,8579383,10412382.61,15.96487267,16.15850639,0.193633713,0.037494015
11986,10000000,10412286.71,16.11809575,16.15849718,0.040401426,0.001632275
2598,9000000,10409532.81,16.01273525,16.15823266,0.14549741,0.021169496
8038,22000000,10408678.98,16.90655306,16.15815063,-0.748402427,0.560106193
19028,6528000,10407889.84,15.69161133,16.15807481,0.466463482,0.21758818
8798,10300000,10407344.38,16.14765455,16.1580224,0.010367851,0.000107492
29059,7400000,10406698.41,15.81699069,16.15796033,0.340969637,0.116260294
29029,10500000,10404300.59,16.16688591,16.15772989,-0.009156017,8.38327E-05
30411,11500000,10403368.22,16.25785768,16.15764028,-0.100217405,0.010043528
24190,8300000,10402383.05,15.93176619,16.15754557,0.22577938,0.050976329
24316,7778478,10400745.44,15.86687138,16.15738813,0.290516759,0.084399987
11898,1000000,10399613.21,13.81551156,16.15727927,2.34176771,5.483876009
4654,12168600,10399072.14,16.3143695,16.15722724,-0.157142265,0.024693691
6508,10500000,10399046.99,16.16688591,16.15722482,-0.00966109,9.33367E-05
11548,10300000,10396056.43,16.14765455,16.1569372,0.009282649,8.61676E-05
21350,9950000,10395986.64,16.11308321,16.15693049,0.043847276,0.001922584
18624,3000000,10395741.24,14.91412318,16.15690688,1.2427837,1.544511326
13163,13500000,10395563.38,16.41820032,16.15688977,-0.261310546,0.068283202
21070,10900000,10395536.36,16.20427344,16.15688717,-0.047386267,0.002245458
27562,14000000,10395314.39,16.45456796,16.15686582,-0.29770214,0.088626564
29737,7900000,10393918.2,15.88237344,16.1567315,0.274358057,0.075272343
20400,8050000,10393365.33,15.90118277,16.15667831,0.255495534,0.065277968
12529,9100000,10392699.4,16.02378508,16.15661423,0.132829152,0.017643584
9874,15250000,10392309.56,16.54009013,16.15657672,-0.383513405,0.147082532
25893,9200000,10390976.36,16.03471415,16.15644843,0.121734275,0.014819234
19205,6836717,10390726.44,15.73781835,16.15642437,0.418606024,0.175231004
25433,15600000,10388515.44,16.56278154,16.15621157,-0.406569971,0.165299141
28480,7000000,10388351.2,15.76142085,16.15619576,0.394774906,0.155847226
21968,14800000,10388113.96,16.51013781,16.15617292,-0.353964888,0.125291142
20268,14300000,10387988.97,16.47577017,16.15616089,-0.319609279,0.102150091
11553,11000000,10384527.86,16.21340592,16.15582765,-0.057578275,0.003315258
23818,10000000,10384340.74,16.11809575,16.15580963,0.037713877,0.001422336
19204,12400000,10383292.56,16.33320711,16.15570868,-0.177498427,0.031505692
14079,13500000,10382941.57,16.41820032,16.15567488,-0.262525437,0.068919605
20227,13000000,10382100.6,16.38045999,16.15559388,-0.224866111,0.050564768
17992,2000000,10380822.09,14.50865824,16.15547073,1.64681249,2.711991377
19107,7869400,10379987.87,15.87849251,16.15539036,0.276897858,0.076672424
14317,10400000,10378963.71,16.15731646,16.15529169,-0.002024768,4.09969E-06
22252,3519703,10378167.3,15.07388745,16.15521496,1.081327503,1.169269168
28336,18321388,10378026.83,16.72357973,16.15520142,-0.568378313,0.323053906
17195,15350000,10377492.66,16.5466261,16.15514995,-0.391476149,0.153253575
21330,9600000,10377251.43,16.07727376,16.1551267,0.077852942,0.006061081
18839,3000000,10377082.78,14.91412318,16.15511045,1.24098727,1.540049405
27640,9900000,10376824.37,16.10804542,16.15508555,0.047040132,0.002212774
29494,8900000,10374838.52,16.00156195,16.15489416,0.153332209,0.023510766
1074,8900000,10374059.09,16.00156195,16.15481903,0.153257079,0.023487732
1904,12500000,10371373.59,16.34123928,16.15456013,-0.186679156,0.034849107
19680,7286400,10370934.7,15.80152029,16.15451781,0.352997515,0.124607246
15743,7682400,10370248.73,15.85444269,16.15445166,0.300008975,0.090005385
15376,9250000,10369946.42,16.04013422,16.15442251,0.114288292,0.013061814
29933,8021301,10368185.38,15.89761131,16.15425267,0.256641363,0.065864789
28127,13500000,10368076.83,16.41820032,16.1542422,-0.263958113,0.069673886
19454,12500000,10368057.15,16.34123928,16.15424031,-0.186998976,0.034968617
14596,3990000,10366879.94,15.19930204,16.15412676,0.954824718,0.911690243
16978,10600000,10366069.48,16.17636465,16.15404858,-0.022316077,0.000498007
19929,8500000,10365801.82,15.95557684,16.15402276,0.198445917,0.039380782
6721,16000060,10365699.61,16.58810309,16.1540129,-0.434090197,0.188434299
15906,8600000,10365667.48,15.96727288,16.1540098,0.186736918,0.034870677
15167,12200000,10361864.6,16.31694659,16.15364286,-0.163303736,0.02666811
17310,10700000,10357171.65,16.18575439,16.15318985,-0.032564546,0.00106045
26111,1000000,10356717.2,13.81551156,16.15314597,2.337634411,5.464534638
12838,10200000,10356576.23,16.13789838,16.15313236,0.015233981,0.000232074
13410,9500000,10356434.77,16.06680246,16.1531187,0.086316236,0.007450493
10064,11500000,10356110.81,16.25785768,16.15308742,-0.104770264,0.010976808
18942,12500000,10354980.6,16.34123928,16.15297828,-0.188261006,0.035442207
27920,8599859,10354309.75,15.96725648,16.15291349,0.185657007,0.034468524
6729,12295241,10353486.76,16.32472292,16.152834,-0.171888914,0.029545799
13159,13511921,10353230.71,16.41908296,16.15280927,-0.266273693,0.07090168
19580,10300000,10352630.88,16.14765455,16.15275133,0.005096783,2.59772E-05
14003,11100000,10352573.77,16.22245576,16.15274582,-0.06970994,0.004859476
14121,10500000,10350965.92,16.16688591,16.1525905,-0.014295415,0.000204359
11992,14426880,10350004.3,16.48460376,16.15249759,-0.332106171,0.110294509
24822,9000000,10349282.58,16.01273525,16.15242786,0.13969261,0.019514025
20152,8600000,10348748.73,15.96727288,16.15237627,0.185103394,0.034263266
16384,11500000,10346053.79,16.25785768,16.15211583,-0.105741855,0.01118134
20618,9500000,10345629.96,16.06680246,16.15207486,0.085272397,0.007271382
17654,9200000,10345234.15,16.03471415,16.1520366,0.117322449,0.013764557
6004,12750000,10345194.81,16.36104191,16.1520328,-0.209009111,0.043684808
11073,13800000,10345036.88,16.44017922,16.15201753,-0.288161692,0.083037161
11786,9300000,10343170.02,16.04552507,16.15183706,0.106311989,0.011302239
29445,4000000,10343100.76,15.20180517,16.15183036,0.95002519,0.902547861
29535,3000000,10343032.54,14.91412318,16.15182376,1.237700583,1.531902734
28931,5000000,10342974.94,15.42494867,16.15181819,0.726869524,0.528339305
23275,7722400,10341491.18,15.85963588,16.15167473,0.292038844,0.085286686
26357,9750000,10338944.55,16.09277795,16.15142844,0.058650499,0.003439881
12743,12000000,10338264.92,16.30041729,16.15136271,-0.149054584,0.022217269
26676,13744887,10337869.92,16.43617753,16.1513245,-0.284853032,0.08114125
26527,13400000,10336710.48,16.41076534,16.15121234,-0.259553002,0.067367761
4656,8000000,10333662.16,15.89495222,16.15091739,0.255965167,0.065518167
18208,9700000,10332157.9,16.08763655,16.15077181,0.063135266,0.003986062
12668,13350000,10331794.14,16.40702702,16.15073661,-0.256290412,0.065684776
10261,11100000,10330841.47,16.22245576,16.15064439,-0.071811363,0.005156872
24381,10900000,10330376.31,16.20427344,16.15059937,-0.053674073,0.002880906
28569,8050000,10329179.14,15.90118277,16.15048347,0.249300697,0.062150838
25068,10350000,10328128.08,16.15249717,16.15038171,-0.002115465,4.47519E-06
4255,11317400,10327595.94,16.24185201,16.15033018,-0.091521826,0.008376245
26387,3000000,10327567.67,14.91412318,16.15032745,1.236204268,1.528200991
25637,5850000,10325701.42,15.58195239,16.15014673,0.568194335,0.322844803
11735,11900000,10325455.9,16.29204904,16.15012295,-0.141926094,0.020143016
28768,9647027,10322913.98,16.08216045,16.14987674,0.067716291,0.004585496
16485,11990000,10322712.02,16.29958361,16.14985717,-0.149726437,0.022418006
22341,7263300,10322249.85,15.79834497,16.1498124,0.351467433,0.123529357
6516,3750000,10321736.96,15.13726666,16.14976271,1.012496046,1.025148244
17244,1000000,10321279.59,13.81551156,16.1497184,2.334206841,5.448521574
12624,4890000,10319892.51,15.40270307,16.149584,0.746880933,0.557831128
26199,8000000,10319605.81,15.89495222,16.14955622,0.254603993,0.064823193
13318,9600000,10319571.68,16.07727376,16.14955291,0.07227915,0.005224275
14955,6000000,10319064.62,15.60727019,16.14950377,0.542233579,0.294017255
13430,10350000,10319000.9,16.15249717,16.1494976,-0.002999576,8.99746E-06
26504,2000000,10317956.83,14.50865824,16.14939641,1.640738175,2.69202176
17660,8900000,10317723.18,16.00156195,16.14937377,0.147811821,0.021848335
14708,14400000,10317615.85,16.48273883,16.14936337,-0.333375468,0.111139203
22081,8500000,10317605.17,15.95557684,16.14936233,0.193785492,0.037552817
5842,14650000,10317209.41,16.49995096,16.14932397,-0.350626989,0.122939286
11909,6600000,10316492.64,15.70258036,16.1492545,0.446674138,0.199517786
22665,11300000,10316153.09,16.24031337,16.14922158,-0.091091789,0.008297714
17784,13500000,10315904.15,16.41820032,16.14919745,-0.269002866,0.072362542
17512,11000000,10311605.71,16.21340592,16.14878068,-0.064625238,0.004176421
24400,10150000,10310389.83,16.13298436,16.14866276,0.015678401,0.000245812
7166,10000000,10309988.29,16.11809575,16.14862382,0.030528066,0.000931963
15543,9700000,10309797.96,16.08763655,16.14860536,0.06096881,0.003717196
13702,7000000,10306727.72,15.76142085,16.14830751,0.386886664,0.149681291
25801,6200000,10305701.49,15.64006001,16.14820794,0.508147928,0.258214317
10612,13532684,10305080.52,16.42061843,16.14814768,-0.272470745,0.074240307
15683,14000000,10303520.82,16.45456796,16.14799632,-0.30657164,0.09398617
18679,13500000,10302474.07,16.41820032,16.14789472,-0.270305595,0.073065115
28612,8100000,10300229.72,15.90737474,16.14767685,0.24030211,0.057745104
27703,10500000,10298699.42,16.16688591,16.14752827,-0.019357638,0.000374718
10654,7725974,10298647.02,15.86009859,16.14752318,0.287424598,0.0826129
15184,11000000,10297913.41,16.21340592,16.14745195,-0.065953973,0.004349927
28187,16200000,10297259.58,16.60052186,16.14738845,-0.453133407,0.205329885
28245,7000000,10297250.71,15.76142085,16.14738759,0.385966743,0.148970327
15985,8000000,10296988.77,15.89495222,16.14736216,0.252409931,0.063710773
27634,10550000,10292418.79,16.17163651,16.14691824,-0.024718273,0.000610993
20970,990000,10292337.35,13.80546123,16.14691033,2.341449095,5.482383863
28192,20976884,10291058.38,16.85893168,16.14678605,-0.71214562,0.507151384
21878,10200000,10289067.5,16.13789838,16.14659258,0.008694203,7.55892E-05
3225,8750000,10288850.93,15.98456437,16.14657153,0.162007158,0.026246319
18913,9100000,10288128.35,16.02378508,16.1465013,0.122716217,0.01505927
18117,8000000,10287970.51,15.89495222,16.14648596,0.251533732,0.063269218
10120,10625000,10287143.4,16.17872037,16.14640556,-0.03231481,0.001044247
24198,10200000,10286826.22,16.13789838,16.14637472,0.008476348,7.18485E-05
13191,10800000,10285772.33,16.19505678,16.14627227,-0.048784516,0.002379929
19592,10570500,10285534.1,16.17357776,16.14624911,-0.027328648,0.000746855
12937,10677640,10285129.39,16.18366249,16.14620976,-0.037452728,0.001402707
20289,7402000,10284123.94,15.81726093,16.146112,0.328851069,0.108143026
24344,7000000,10284017.73,15.76142085,16.14610167,0.384680819,0.147979332
26380,12000000,10283253.08,16.30041729,16.14602731,-0.154389978,0.023836265
29412,8559679,10283067.72,15.96257336,16.14600929,0.183435923,0.033648738
28541,12073000,10282558.55,16.3064822,16.14595977,-0.160522425,0.025767449
23297,12000000,10281965.45,16.30041729,16.14590209,-0.154515202,0.023874948
20453,12800000,10281784.25,16.36495581,16.14588447,-0.219071342,0.047992253
25151,9300000,10279711.25,16.04552507,16.14568283,0.100157761,0.010031577
22633,8000000,10278635.44,15.89495222,16.14557817,0.250625943,0.062813363
18642,14000000,10278039.25,16.45456796,16.14552016,-0.309047796,0.09551054
22351,10250000,10276660.94,16.14278836,16.14538605,0.00259769,6.74799E-06
23987,8500000,10275971.17,15.95557684,16.14531893,0.18974209,0.036002061
1780,21500000,10275566.98,16.88356354,16.14527959,-0.738283945,0.545063183
20537,8200000,10275486.5,15.91964483,16.14527176,0.225626928,0.050907511
11719,10700000,10275464.65,16.18575439,16.14526964,-0.040484757,0.001639016
722,16750000,10274854.77,16.63390888,16.14521028,-0.488698595,0.238826316
15481,11300000,10274689.58,16.24031337,16.1451942,-0.095119168,0.009047656
12823,9000000,10274525.68,16.01273525,16.14517825,0.132443006,0.01754115
26696,5164917,10274440.46,15.45739978,16.14516996,0.687770173,0.473027811
22627,10300000,10274371.82,16.14765455,16.14516328,-0.002491273,6.20644E-06
12222,8796950,10274208.4,15.98991574,16.14514737,0.155231629,0.024096859
21462,10500000,10272582.71,16.16688591,16.14498913,-0.021896782,0.000479469
13795,8400000,10272499.79,15.94374238,16.14498106,0.201238674,0.040497004
21963,16000000,10271375.65,16.58809934,16.14487162,-0.443227724,0.196450815
26226,5700000,10271340.9,15.55597691,16.14486824,0.588891327,0.346792995
28169,2500000,10271180.76,14.73180169,16.14485264,1.413050955,1.996713
1931,10100000,10269887.31,16.12804608,16.14472671,0.016680626,0.000278243
8817,12000000,10269507.98,16.30041729,16.14468977,-0.155727521,0.024251061
19451,12850000,10269321.05,16.36885445,16.14467157,-0.22418288,0.050257964
15052,2000000,10269212.83,14.50865824,16.14466103,1.63600279,2.67650513
3529,12300000,10268875.77,16.3251099,16.14462821,-0.180481696,0.032573642
18655,7552500,10268330.43,15.83738932,16.1445751,0.307185774,0.0943631
22200,11800000,10267743.76,16.28361017,16.14451796,-0.139092211,0.019346643
29564,9973868,10266553.56,16.11547913,16.14440204,0.028922909,0.000836535
27161,8600000,10266547.12,15.96727288,16.14440141,0.177128535,0.031374518
16730,9500000,10265913.25,16.06680246,16.14433967,0.077537207,0.006012019
3267,3880225,10264925.6,15.17140396,16.14424346,0.972839501,0.946416694
24230,10000000,10263225.07,16.11809575,16.14407778,0.025982029,0.000675066
18572,11150000,10262569.51,16.22695015,16.1440139,-0.082936242,0.00687842
28587,13700000,10262222.51,16.43290646,16.14398009,-0.288926373,0.083478449
6502,8800000,10261910.06,15.99026239,16.14394964,0.15368725,0.023619771
12252,8074745,10261823.28,15.90425197,16.14394119,0.239689215,0.05745092
9693,16737531,10258249.36,16.63316418,16.14359285,-0.489571328,0.239680085
246,5000000,10257453.6,15.42494867,16.14351528,0.718566607,0.516337968
19189,11000000,10256679.85,16.21340592,16.14343984,-0.06996608,0.004895252
15879,8000000,10256371.9,15.89495222,16.14340982,0.248457592,0.061731175
560,10100958,10255655.18,16.12814093,16.14333993,0.015199006,0.00023101
27909,10700000,10255455.16,16.18575439,16.14332043,-0.042433963,0.001800641
5367,9400000,10254330.57,16.05622035,16.14321077,0.086990413,0.007567332
29082,7400000,10253796.08,15.81699069,16.14315864,0.326167948,0.106385531
16232,3000000,10252844.9,14.91412318,16.14306587,1.228942694,1.510300145
2688,11500000,10252450.55,16.25785768,16.14302741,-0.11483027,0.013185991
20510,10500000,10252349.83,16.16688591,16.14301759,-0.023868324,0.000569697
29160,4300000,10252052.68,15.27412581,16.1429886,0.868862789,0.754922547
4835,5582756,10251805.93,15.5351933,16.14296453,0.607771236,0.369385875
2467,8640000,10251547.53,15.97191326,16.14293933,0.171026072,0.029249917
2839,13238304,10251157.34,16.39862508,16.14290127,-0.255723813,0.065394669
26599,12400000,10250059.08,16.33320711,16.14279412,-0.190412986,0.036257105
29991,10865610,10249772.58,16.20111341,16.14276617,-0.058347232,0.0034044
18269,1100000,10249703.13,13.91082165,16.1427594,2.231937751,4.981546124
11352,7850000,10248822.68,15.87602422,16.14267349,0.266649277,0.071101837
28190,11500000,10248134.68,16.25785768,16.14260636,-0.115251318,0.013282866
28488,9500000,10247751.17,16.06680246,16.14256894,0.075766477,0.005740559
13922,6015000,10245670.7,15.60976707,16.1423659,0.532598828,0.283661511
23073,12500000,10244023.11,16.34123928,16.14220508,-0.199034202,0.039614614
8742,8600000,10243390.59,15.96727288,16.14214333,0.174870455,0.030579676
22136,1000000,10243183.72,13.81551156,16.14212314,2.326611579,5.41312144
28479,10400000,10242487.08,16.15731646,16.14205512,-0.015261336,0.000232908
12693,14137000,10241845.74,16.4643061,16.14199251,-0.322313596,0.103886054
11516,14249084,10240939.76,16.47220325,16.14190404,-0.330299208,0.109097567
6181,15548701,10238009.14,16.55948772,16.14161784,-0.417869884,0.17461524
6701,12700000,10237722.06,16.35711263,16.1415898,-0.215522835,0.046450092
21535,8251858,10237397.56,15.92594907,16.1415581,0.215609032,0.046487255
8484,1000000,10235918.67,13.81551156,16.14141363,2.32590207,5.409820441
30251,8700000,10235747.53,15.9788337,16.14139691,0.16256321,0.026426797
22921,7562000,10235241.51,15.8386464,16.14134747,0.302701075,0.091627941
13367,13000000,10234982.8,16.38045999,16.14132219,-0.239137798,0.057186886
949,17500000,10234548.6,16.6777115,16.14127977,-0.536431726,0.287758996
29628,6950000,10234342.08,15.75425236,16.14125959,0.38700723,0.149774596
2263,16700000,10234337.66,16.63091934,16.14125916,-0.489660178,0.23976709
9017,10200000,10234116.04,16.13789838,16.1412375,0.003339128,1.11498E-05
27948,14625000,10233706.18,16.49824302,16.14119746,-0.357045564,0.127481535
18501,13500000,10232660.51,16.41820032,16.14109527,-0.277105046,0.076787207
14293,10000000,10230638.62,16.11809575,16.14089766,0.022801909,0.000519927
22907,9818563,10230585.37,16.09978544,16.14089245,0.041107017,0.001689787
6856,9300000,10228618.66,16.04552507,16.1407002,0.095175133,0.009058306
19572,7250000,10228405.84,15.79651216,16.14067939,0.344167227,0.11845108
12082,14900000,10227644.72,16.51687184,16.14060498,-0.376266861,0.141576751
3506,14240000,10226403.89,16.47156553,16.14048365,-0.331081886,0.109615215
13471,9550000,10224564.74,16.07205182,16.14030379,0.068251971,0.004658332
17225,9100000,10224485.81,16.02378508,16.14029607,0.116510988,0.01357481
13533,11300000,10224374.85,16.24031337,16.14028522,-0.100028156,0.010005632
7753,8414038,10223872.71,15.94541218,16.1402361,0.194823925,0.037956362
1078,1000000,10222663.55,13.81551156,16.14011783,2.32460627,5.40379431
5133,10350000,10222449.02,16.15249717,16.14009684,-0.012400332,0.000153768
22317,11000000,10221348.91,16.21340592,16.13998922,-0.073416703,0.005390012
14323,13300000,10220172.82,16.40327467,16.13987415,-0.263400518,0.069379833
4290,2000000,10218034.47,14.50865824,16.1396649,1.631006662,2.66018273
28252,6828600,10218011.09,15.73663038,16.13966261,0.403032233,0.162434981
24880,11500000,10217436.81,16.25785768,16.13960641,-0.118251273,0.013983363
30415,7700000,10217166.35,15.85673102,16.13957994,0.28284892,0.080003512
69,2000000,10216476.56,14.50865824,16.13951242,1.630854183,2.659685367
21618,8900000,10214307.62,16.00156195,16.1393001,0.137738154,0.018971799
10427,12700000,10214101.85,16.35711263,16.13927996,-0.217832675,0.047451074
11489,8780000,10213225.76,15.98798708,16.13919418,0.1512071,0.022863587
20377,10500000,10213112.61,16.16688591,16.1391831,-0.02770281,0.000767446
17480,12100000,10212318.2,16.30871609,16.13910531,-0.169610779,0.028767816
27084,7419500,10212299.35,15.81962236,16.13910347,0.319481106,0.102068177
2693,12300000,10211614.96,16.3251099,16.13903645,-0.186073452,0.034623329
20877,9000000,10211187.46,16.01273525,16.13899458,0.126259339,0.015941421
13420,12000000,10211097.37,16.30041729,16.13898576,-0.161431529,0.026060139
9865,4500000,10211077.26,15.31958818,16.13898379,0.819395616,0.671409175
21919,12242207,10210668.15,16.32040021,16.13894373,-0.181456484,0.032926456
20901,14050000,10209747.86,16.45813302,16.13885359,-0.319279433,0.101939356
8478,13925712,10208851.96,16.44924755,16.13876584,-0.310481706,0.09639889
6397,8650000,10208758.71,15.97306999,16.1387567,0.16568671,0.027452086
27890,10100000,10206854.01,16.12804608,16.13857011,0.010524032,0.000110755
11528,11000000,10206623.28,16.21340592,16.13854751,-0.074858415,0.005603782
22920,15500000,10205717.7,16.55635065,16.13845878,-0.417891868,0.174633614
16570,11000000,10203789.43,16.21340592,16.13826982,-0.075136102,0.005645434
12230,12000000,10202991.64,16.30041729,16.13819163,-0.16222566,0.026317165
25882,11932867,10202803.01,16.29480717,16.13817314,-0.156634024,0.024534218
18989,7402800,10202748.76,15.817369,16.13816783,0.320798826,0.102911887
11142,14249084,10202627.08,16.47220325,16.1381559,-0.334047352,0.111587633
16054,8600000,10202331.62,15.96727288,16.13812694,0.170854063,0.029191111
23813,9700000,10201546.17,16.08763655,16.13804995,0.050413404,0.002541511
6708,9000000,10200515.74,16.01273525,16.13794894,0.125213691,0.015678468
29274,10500000,10199229.7,16.16688591,16.13782285,-0.029063057,0.000844661
10445,13900000,10198115.63,16.44739947,16.13771362,-0.309685853,0.095905328
6109,10800000,10197701.43,16.19505678,16.137673,-0.057383784,0.003292899
11501,9500000,10197512.5,16.06680246,16.13765447,0.070852012,0.005020008
17075,3000000,10196718.6,14.91412318,16.13757662,1.223453439,1.496838317
9505,2397611,10195832.32,14.6899838,16.1374897,1.447505897,2.095273321
24343,9100000,10195724.37,16.02378508,16.13747911,0.113694028,0.012926332
11381,9700000,10193840.84,16.08763655,16.13729435,0.049657808,0.002465898
11572,7800000,10193678.37,15.86963442,16.13727842,0.267643997,0.071633309
15784,18500000,10192285.5,16.73328134,16.13714177,-0.596139577,0.355382396
18804,11000000,10192225.73,16.21340592,16.1371359,-0.076270019,0.005817116
2574,11900000,10191590.31,16.29204904,16.13707356,-0.154975485,0.024017401
17430,13500000,10191110.06,16.41820032,16.13702643,-0.281173884,0.079058753
18522,14000000,10189800.24,16.45456796,16.1368979,-0.317670059,0.100914267
7185,7768459,10188685.23,15.8655825,16.13678847,0.271205965,0.073552675
23095,10200000,10188548.88,16.13789838,16.13677509,-0.001123289,1.26178E-06
10961,5903808,10187284.47,15.59110829,16.13665098,0.545542684,0.29761682
12692,8000000,10186078.42,15.89495222,16.13653258,0.241580359,0.05836107
1010,12876423,10185865.91,16.3709086,16.13651172,-0.23439688,0.054941897
16163,7150000,10184515.58,15.78262305,16.13637914,0.353756088,0.12514337
12736,16300000,10184297.7,16.60667573,16.13635775,-0.470317978,0.221199
21239,9100000,10182987.83,16.02378508,16.13622912,0.112444043,0.012643663
9839,13800000,10182866.64,16.44017922,16.13621722,-0.303962,0.092392897
15783,11800000,10181718.65,16.28361017,16.13610448,-0.147505695,0.02175793
12046,9000000,10181614.76,16.01273525,16.13609428,0.123359029,0.01521745
15582,7900000,10180856.66,15.88237344,16.13601982,0.253646371,0.064336482
11934,9100000,10180262.45,16.02378508,16.13596145,0.112176367,0.012583537
21041,12100000,10179773.53,16.30871609,16.13591342,-0.172802673,0.029860764
10133,1000000,10178619.18,13.81551156,16.13580002,2.32028846,5.383738536
19872,12200000,10178570.29,16.31694659,16.13579521,-0.181151377,0.032815821
12401,12500000,10178156.4,16.34123928,16.13575455,-0.205484732,0.042223975
13783,9100000,10177988.77,16.02378508,16.13573808,0.111953,0.012533474
10450,8500000,10177725.94,15.95557684,16.13571226,0.180135418,0.032448769
11236,10500000,10176821.21,16.16688591,16.13562336,-0.03126255,0.000977347
16736,12000000,10176030.97,16.30041729,16.13554571,-0.164871585,0.027182639
23731,8900000,10173989.82,16.00156195,16.1353451,0.133783155,0.017897933
